date,pollution,dew,temp,wnd_spd,snow,rain
2010-06-20 07:00:00,99.0,19,25.0,16.99,0,0
2010-06-20 08:00:00,0.0,18,27.0,20.12,0,0
2010-06-20 09:00:00,0.0,17,29.0,25.04,0,0
2010-06-20 10:00:00,48.0,15,30.0,4.92,0,0
2010-06-20 11:00:00,21.0,14,32.0,3.13,0,0
2010-06-20 12:00:00,15.0,10,33.0,4.92,0,0
2010-06-20 13:00:00,11.0,11,34.0,0.89,0,0
2010-06-20 14:00:00,11.0,10,34.0,3.13,0,0
2010-06-20 15:00:00,10.0,12,34.0,1.79,0,0
2010-06-20 16:00:00,10.0,10,35.0,3.58,0,0
2010-06-20 17:00:00,49.0,16,33.0,5.81,0,0
2010-06-20 18:00:00,49.0,16,32.0,10.73,0,0
2010-06-20 19:00:00,41.0,17,30.0,16.54,0,0
2010-06-20 20:00:00,71.0,17,28.0,21.46,0,0
2010-06-20 21:00:00,62.0,15,27.0,26.38,0,0
2010-06-20 22:00:00,48.0,15,26.0,31.3,0,0
2010-06-20 23:00:00,70.0,15,25.0,36.22,0,0
2010-06-21 00:00:00,61.0,15,24.0,40.24,0,0
2010-06-21 01:00:00,62.0,15,22.0,43.37,0,0
2010-06-21 02:00:00,66.0,14,20.0,0.89,0,0
2010-06-21 03:00:00,63.0,14,20.0,1.78,0,0
2010-06-21 04:00:00,55.0,14,20.0,2.67,0,0
2010-06-21 05:00:00,42.0,14,19.0,3.56,0,0
2010-06-21 06:00:00,48.0,15,20.0,0.89,0,0
2010-06-21 07:00:00,52.0,13,23.0,0.89,0,0
2010-06-21 08:00:00,59.0,13,24.0,1.79,0,0
2010-06-21 09:00:00,63.0,14,25.0,3.58,0,0
2010-06-21 10:00:00,64.0,15,25.0,5.37,0,0
2010-06-21 11:00:00,86.0,15,28.0,1.79,0,0
2010-06-21 12:00:00,85.0,16,28.0,0.89,0,0
2010-06-21 13:00:00,91.0,17,30.0,1.78,0,0
2010-06-21 14:00:00,85.0,16,30.0,3.13,0,0
2010-06-21 15:00:00,89.0,16,30.0,1.79,0,0
2010-06-21 16:00:00,78.0,17,30.0,4.02,0,0
2010-06-21 17:00:00,64.0,14,31.0,5.81,0,0
2010-06-21 18:00:00,69.0,15,31.0,3.13,0,0
2010-06-21 19:00:00,92.0,16,29.0,1.79,0,0
2010-06-21 20:00:00,89.0,17,28.0,1.79,0,0
2010-06-21 21:00:00,79.0,18,27.0,3.58,0,0
2010-06-21 22:00:00,107.0,18,26.0,4.92,0,0
2010-06-21 23:00:00,132.0,18,26.0,6.71,0,1
2010-06-22 00:00:00,124.0,18,26.0,1.79,0,0
2010-06-22 01:00:00,117.0,19,25.0,1.79,0,1
2010-06-22 02:00:00,122.0,19,24.0,1.79,0,0
2010-06-22 03:00:00,121.0,19,25.0,1.79,0,0
2010-06-22 04:00:00,135.0,18,25.0,4.92,0,0
2010-06-22 05:00:00,140.0,19,23.0,1.79,0,0
2010-06-22 06:00:00,122.0,20,25.0,0.45,0,0
2010-06-22 07:00:00,131.0,20,27.0,1.34,0,0
2010-06-22 08:00:00,135.0,20,28.0,2.23,0,0
2010-06-22 09:00:00,136.0,20,29.0,4.02,0,0
2010-06-22 10:00:00,0.0,19,29.0,5.81,0,0
2010-06-22 11:00:00,0.0,19,30.0,11.62,0,0
2010-06-22 12:00:00,0.0,17,30.0,13.41,0,0
2010-06-22 13:00:00,0.0,16,29.0,20.56,0,0
2010-06-22 14:00:00,0.0,15,29.0,26.37,0,0
2010-06-22 15:00:00,0.0,16,30.0,31.29,0,0
2010-06-22 16:00:00,0.0,15,29.0,36.21,0,0
2010-06-22 17:00:00,0.0,15,29.0,41.13,0,0
2010-06-22 18:00:00,0.0,16,28.0,45.15,0,0
2010-06-22 19:00:00,0.0,15,26.0,49.17,0,0
2010-06-22 20:00:00,0.0,14,25.0,52.3,0,0
2010-06-22 21:00:00,0.0,13,24.0,56.32,0,0
2010-06-22 22:00:00,0.0,13,24.0,59.45,0,0
2010-06-22 23:00:00,0.0,14,23.0,0.89,0,0
2010-06-23 00:00:00,0.0,13,23.0,1.79,0,0
2010-06-23 01:00:00,0.0,10,23.0,5.81,0,0
2010-06-23 02:00:00,0.0,12,22.0,6.7,0,0
2010-06-23 03:00:00,0.0,12,21.0,8.49,0,0
2010-06-23 04:00:00,0.0,13,20.0,9.38,0,0
2010-06-23 05:00:00,0.0,13,19.0,0.89,0,0
2010-06-23 06:00:00,0.0,14,22.0,0.89,0,0
2010-06-23 07:00:00,0.0,10,23.0,1.78,0,0
2010-06-23 08:00:00,0.0,8,24.0,2.67,0,0
2010-06-23 09:00:00,0.0,8,27.0,3.56,0,0
2010-06-23 10:00:00,136.0,8,28.0,4.45,0,0
2010-06-23 11:00:00,48.0,9,29.0,4.02,0,0
2010-06-23 12:00:00,48.0,9,30.0,7.15,0,0
2010-06-23 13:00:00,42.0,10,30.0,11.17,0,0
2010-06-23 14:00:00,39.0,10,31.0,15.19,0,0
2010-06-23 15:00:00,35.0,10,31.0,19.21,0,0
2010-06-23 16:00:00,40.0,11,31.0,23.23,0,0
2010-06-23 17:00:00,48.0,11,30.0,26.36,0,0
2010-06-23 18:00:00,55.0,11,29.0,29.49,0,0
2010-06-23 19:00:00,62.0,12,27.0,31.28,0,0
2010-06-23 20:00:00,61.0,12,26.0,0.89,0,0
2010-06-23 21:00:00,66.0,13,26.0,3.13,0,0
2010-06-23 22:00:00,68.0,13,26.0,6.26,0,0
2010-06-23 23:00:00,69.0,11,25.0,11.18,0,0
2010-06-24 00:00:00,54.0,12,23.0,14.31,0,0
2010-06-24 01:00:00,78.0,13,21.0,16.1,0,0
2010-06-24 02:00:00,63.0,14,21.0,19.23,0,0
2010-06-24 03:00:00,69.0,14,20.0,21.02,0,0
2010-06-24 04:00:00,76.0,14,19.0,22.81,0,0
2010-06-24 05:00:00,68.0,14,17.0,0.89,0,0
2010-06-24 06:00:00,100.0,16,21.0,0.45,0,0
2010-06-24 07:00:00,109.0,15,23.0,1.34,0,0
2010-06-24 08:00:00,120.0,15,23.0,2.23,0,0
2010-06-24 09:00:00,104.0,13,26.0,3.12,0,0
2010-06-24 10:00:00,104.0,13,27.0,1.79,0,0
2010-06-24 11:00:00,106.0,13,28.0,4.92,0,0
2010-06-24 12:00:00,96.0,12,31.0,8.05,0,0
2010-06-24 13:00:00,70.0,12,31.0,11.18,0,0
2010-06-24 14:00:00,49.0,11,32.0,14.31,0,0
2010-06-24 15:00:00,49.0,12,32.0,18.33,0,0
2010-06-24 16:00:00,38.0,12,33.0,22.35,0,0
2010-06-24 17:00:00,48.0,11,33.0,1.79,0,0
2010-06-24 18:00:00,57.0,11,32.0,4.02,0,0
2010-06-24 19:00:00,60.0,12,29.0,7.15,0,0
2010-06-24 20:00:00,64.0,11,29.0,10.28,0,0
2010-06-24 21:00:00,81.0,14,27.0,13.41,0,0
2010-06-24 22:00:00,83.0,15,25.0,15.2,0,0
2010-06-24 23:00:00,98.0,14,23.0,0.89,0,0
2010-06-25 00:00:00,114.0,15,23.0,1.79,0,0
2010-06-25 01:00:00,169.0,15,22.0,3.58,0,0
2010-06-25 02:00:00,231.0,15,22.0,5.37,0,0
2010-06-25 03:00:00,214.0,15,21.0,7.16,0,0
2010-06-25 04:00:00,188.0,16,21.0,0.45,0,0
2010-06-25 05:00:00,165.0,16,19.0,0.89,0,0
2010-06-25 06:00:00,191.0,18,22.0,0.45,0,0
2010-06-25 07:00:00,149.0,17,23.0,1.34,0,0
2010-06-25 08:00:00,140.0,17,24.0,2.23,0,0
2010-06-25 09:00:00,149.0,16,25.0,1.79,0,0
2010-06-25 10:00:00,151.0,16,26.0,3.58,0,0
2010-06-25 11:00:00,159.0,15,28.0,1.79,0,0
2010-06-25 12:00:00,166.0,15,29.0,3.58,0,0
2010-06-25 13:00:00,136.0,14,31.0,5.37,0,0
2010-06-25 14:00:00,116.0,15,32.0,3.13,0,0
2010-06-25 15:00:00,118.0,14,31.0,7.15,0,0
2010-06-25 16:00:00,107.0,14,31.0,11.17,0,0
2010-06-25 17:00:00,171.0,15,31.0,14.3,0,0
2010-06-25 18:00:00,170.0,15,30.0,16.09,0,0
2010-06-25 19:00:00,150.0,16,28.0,19.22,0,0
2010-06-25 20:00:00,131.0,16,28.0,22.35,0,0
2010-06-25 21:00:00,195.0,18,26.0,25.48,0,0
2010-06-25 22:00:00,215.0,17,25.0,27.27,0,0
2010-06-25 23:00:00,227.0,17,24.0,29.06,0,0
2010-06-26 00:00:00,190.0,17,24.0,0.89,0,0
2010-06-26 01:00:00,207.0,17,23.0,1.78,0,0
2010-06-26 02:00:00,204.0,18,22.0,0.89,0,0
2010-06-26 03:00:00,251.0,17,22.0,4.02,0,0
2010-06-26 04:00:00,252.0,18,22.0,5.81,0,0
2010-06-26 05:00:00,238.0,18,21.0,7.6,0,0
2010-06-26 06:00:00,224.0,18,21.0,8.49,0,0
2010-06-26 07:00:00,211.0,18,23.0,0.89,0,0
2010-06-26 08:00:00,205.0,18,24.0,1.78,0,0
2010-06-26 09:00:00,209.0,17,25.0,1.79,0,0
2010-06-26 10:00:00,205.0,17,27.0,1.79,0,0
2010-06-26 11:00:00,184.0,17,28.0,1.79,0,0
2010-06-26 12:00:00,160.0,17,30.0,4.92,0,0
2010-06-26 13:00:00,150.0,17,30.0,8.05,0,0
2010-06-26 14:00:00,160.0,17,31.0,3.13,0,0
2010-06-26 15:00:00,152.0,17,32.0,3.13,0,0
2010-06-26 16:00:00,149.0,16,31.0,6.26,0,0
2010-06-26 17:00:00,133.0,16,31.0,9.39,0,0
2010-06-26 18:00:00,115.0,15,30.0,13.41,0,0
2010-06-26 19:00:00,127.0,15,29.0,16.54,0,0
2010-06-26 20:00:00,119.0,16,27.0,19.67,0,0
2010-06-26 21:00:00,124.0,14,26.0,23.69,0,0
2010-06-26 22:00:00,102.0,14,25.0,26.82,0,0
2010-06-26 23:00:00,91.0,14,24.0,28.61,0,0
2010-06-27 00:00:00,92.0,14,23.0,30.4,0,0
2010-06-27 01:00:00,97.0,13,23.0,32.19,0,0
2010-06-27 02:00:00,100.0,12,22.0,33.98,0,0
2010-06-27 03:00:00,97.0,13,22.0,35.77,0,0
2010-06-27 04:00:00,80.0,14,22.0,37.56,0,0
2010-06-27 05:00:00,94.0,15,22.0,0.45,0,0
2010-06-27 06:00:00,121.0,17,21.0,3.13,0,1
2010-06-27 07:00:00,153.0,16,22.0,0.89,0,0
2010-06-27 08:00:00,133.0,14,24.0,1.78,0,0
2010-06-27 09:00:00,163.0,16,25.0,3.13,0,0
2010-06-27 10:00:00,153.0,16,27.0,0.89,0,0
2010-06-27 11:00:00,139.0,14,27.0,2.68,0,0
2010-06-27 12:00:00,131.0,15,29.0,1.79,0,0
2010-06-27 13:00:00,120.0,15,29.0,1.79,0,0
2010-06-27 14:00:00,118.0,15,30.0,3.13,0,0
2010-06-27 15:00:00,117.0,14,32.0,8.05,0,0
2010-06-27 16:00:00,111.0,16,32.0,12.97,0,0
2010-06-27 17:00:00,117.0,16,31.0,16.99,0,0
2010-06-27 18:00:00,116.0,16,30.0,4.92,0,0
2010-06-27 19:00:00,131.0,19,26.0,4.92,0,1
2010-06-27 20:00:00,118.0,20,25.0,8.05,0,2
2010-06-27 21:00:00,121.0,18,24.0,4.92,0,0
2010-06-27 22:00:00,112.0,19,24.0,4.92,0,0
2010-06-27 23:00:00,97.0,18,26.0,8.05,0,0
2010-06-28 00:00:00,111.0,19,23.0,0.89,0,0
2010-06-28 01:00:00,126.0,19,23.0,1.79,0,0
2010-06-28 02:00:00,151.0,19,22.0,1.79,0,0
2010-06-28 03:00:00,140.0,19,22.0,0.89,0,0
2010-06-28 04:00:00,134.0,19,21.0,1.79,0,0
2010-06-28 05:00:00,118.0,19,21.0,3.13,0,0
2010-06-28 06:00:00,124.0,19,21.0,4.92,0,0
2010-06-28 07:00:00,112.0,20,23.0,8.05,0,0
2010-06-28 08:00:00,101.0,19,25.0,9.84,0,0
2010-06-28 09:00:00,131.0,19,26.0,0.89,0,0
2010-06-28 10:00:00,137.0,18,27.0,1.78,0,0
2010-06-28 11:00:00,166.0,19,29.0,3.57,0,0
2010-06-28 12:00:00,152.0,18,30.0,3.13,0,0
2010-06-28 13:00:00,153.0,18,30.0,6.26,0,0
2010-06-28 14:00:00,164.0,18,31.0,10.28,0,0
2010-06-28 15:00:00,174.0,19,32.0,14.3,0,0
2010-06-28 16:00:00,159.0,19,31.0,18.32,0,0
2010-06-28 17:00:00,174.0,18,31.0,22.34,0,0
2010-06-28 18:00:00,189.0,19,30.0,25.47,0,0
2010-06-28 19:00:00,198.0,19,29.0,28.6,0,0
2010-06-28 20:00:00,184.0,20,28.0,31.73,0,0
2010-06-28 21:00:00,194.0,20,27.0,33.52,0,0
2010-06-28 22:00:00,200.0,20,26.0,35.31,0,0
2010-06-28 23:00:00,190.0,19,26.0,38.44,0,0
2010-06-29 00:00:00,196.0,19,25.0,40.23,0,0
2010-06-29 01:00:00,228.0,20,24.0,42.02,0,0
2010-06-29 02:00:00,199.0,20,24.0,43.81,0,0
2010-06-29 03:00:00,201.0,19,23.0,45.6,0,0
2010-06-29 04:00:00,215.0,19,22.0,0.45,0,0
2010-06-29 05:00:00,247.0,19,22.0,0.89,0,0
2010-06-29 06:00:00,249.0,20,22.0,1.78,0,0
2010-06-29 07:00:00,198.0,20,23.0,0.89,0,0
2010-06-29 08:00:00,201.0,20,25.0,1.78,0,0
2010-06-29 09:00:00,211.0,20,26.0,2.67,0,0
2010-06-29 10:00:00,181.0,20,27.0,3.56,0,0
2010-06-29 11:00:00,184.0,20,30.0,5.35,0,0
2010-06-29 12:00:00,172.0,18,31.0,3.13,0,0
2010-06-29 13:00:00,134.0,18,31.0,6.26,0,0
2010-06-29 14:00:00,153.0,18,32.0,9.39,0,0
2010-06-29 15:00:00,170.0,19,32.0,12.52,0,0
2010-06-29 16:00:00,194.0,19,32.0,16.54,0,0
2010-06-29 17:00:00,196.0,19,31.0,19.67,0,0
2010-06-29 18:00:00,175.0,20,31.0,21.46,0,0
2010-06-29 19:00:00,166.0,20,30.0,23.25,0,0
2010-06-29 20:00:00,174.0,20,29.0,26.38,0,0
2010-06-29 21:00:00,158.0,21,28.0,0.89,0,0
2010-06-29 22:00:00,153.0,21,27.0,0.89,0,0
2010-06-29 23:00:00,170.0,20,27.0,4.02,0,0
2010-06-30 00:00:00,188.0,20,26.0,7.15,0,0
2010-06-30 01:00:00,155.0,21,26.0,8.94,0,0
2010-06-30 02:00:00,158.0,20,25.0,10.73,0,0
2010-06-30 03:00:00,154.0,20,25.0,12.52,0,0
2010-06-30 04:00:00,160.0,19,25.0,0.89,0,0
2010-06-30 05:00:00,175.0,20,24.0,1.34,0,0
2010-06-30 06:00:00,172.0,20,24.0,0.89,0,0
2010-06-30 07:00:00,197.0,20,24.0,0.89,0,0
2010-06-30 08:00:00,205.0,20,25.0,1.79,0,0
2010-06-30 09:00:00,195.0,20,25.0,3.58,0,0
2010-06-30 10:00:00,164.0,20,26.0,5.37,0,0
2010-06-30 11:00:00,159.0,20,26.0,0.89,0,0
2010-06-30 12:00:00,156.0,20,27.0,1.78,0,0
2010-06-30 13:00:00,162.0,19,28.0,3.13,0,0
2010-06-30 14:00:00,152.0,20,28.0,6.26,0,0
2010-06-30 15:00:00,150.0,20,29.0,8.05,0,0
2010-06-30 16:00:00,159.0,19,29.0,11.18,0,0
2010-06-30 17:00:00,154.0,20,29.0,12.97,0,0
2010-06-30 18:00:00,174.0,20,28.0,14.76,0,0
2010-06-30 19:00:00,184.0,20,28.0,15.65,0,0
2010-06-30 20:00:00,230.0,20,26.0,17.44,0,0
2010-06-30 21:00:00,235.0,21,26.0,19.23,0,0
2010-06-30 22:00:00,203.0,21,26.0,21.02,0,0
2010-06-30 23:00:00,219.0,21,25.0,0.89,0,0
2010-07-01 00:00:00,209.0,21,25.0,1.79,0,0
2010-07-01 01:00:00,198.0,21,25.0,3.58,0,0
2010-07-01 02:00:00,203.0,22,25.0,5.37,0,0
2010-07-01 03:00:00,241.0,22,25.0,7.16,0,0
2010-07-01 04:00:00,239.0,22,25.0,8.95,0,0
2010-07-01 05:00:00,225.0,22,24.0,12.08,0,0
2010-07-01 06:00:00,204.0,22,24.0,15.21,0,0
2010-07-01 07:00:00,163.0,22,24.0,0.89,0,0
2010-07-01 08:00:00,174.0,22,24.0,1.79,0,0
2010-07-01 09:00:00,154.0,21,24.0,3.58,0,1
2010-07-01 10:00:00,150.0,22,23.0,0.89,0,2
2010-07-01 11:00:00,126.0,22,23.0,3.13,0,3
2010-07-01 12:00:00,121.0,22,24.0,0.89,0,4
2010-07-01 13:00:00,124.0,22,24.0,3.13,0,5
2010-07-01 14:00:00,121.0,22,24.0,7.15,0,6
2010-07-01 15:00:00,92.0,22,25.0,11.17,0,7
2010-07-01 16:00:00,38.0,21,24.0,3.13,0,8
2010-07-01 17:00:00,28.0,19,23.0,7.15,0,0
2010-07-01 18:00:00,46.0,20,23.0,4.02,0,0
2010-07-01 19:00:00,32.0,20,24.0,7.15,0,0
2010-07-01 20:00:00,40.0,20,24.0,11.17,0,0
2010-07-01 21:00:00,36.0,20,23.0,1.79,0,0
2010-07-01 22:00:00,27.0,20,22.0,3.13,0,0
2010-07-01 23:00:00,37.0,19,22.0,4.92,0,0
2010-07-02 00:00:00,46.0,19,23.0,8.05,0,0
2010-07-02 01:00:00,43.0,20,22.0,12.07,0,0
2010-07-02 02:00:00,37.0,19,22.0,16.09,0,0
2010-07-02 03:00:00,40.0,18,21.0,19.22,0,0
2010-07-02 04:00:00,45.0,19,21.0,23.24,0,0
2010-07-02 05:00:00,17.0,18,20.0,28.16,0,0
2010-07-02 06:00:00,11.0,19,21.0,29.95,0,0
2010-07-02 07:00:00,17.0,20,23.0,31.74,0,0
2010-07-02 08:00:00,20.0,19,25.0,35.76,0,0
2010-07-02 09:00:00,29.0,19,27.0,3.13,0,0
2010-07-02 10:00:00,34.0,18,30.0,0.89,0,0
2010-07-02 11:00:00,40.0,18,32.0,2.68,0,0
2010-07-02 12:00:00,23.0,16,34.0,4.47,0,0
2010-07-02 13:00:00,17.0,15,35.0,6.26,0,0
2010-07-02 14:00:00,14.0,14,36.0,8.05,0,0
2010-07-02 15:00:00,12.0,13,37.0,3.13,0,0
2010-07-02 16:00:00,13.0,12,37.0,1.79,0,0
2010-07-02 17:00:00,14.0,11,37.0,4.92,0,0
2010-07-02 18:00:00,15.0,13,36.0,5.81,0,0
2010-07-02 19:00:00,31.0,16,33.0,4.92,0,0
2010-07-02 20:00:00,34.0,16,31.0,8.94,0,0
2010-07-02 21:00:00,35.0,17,29.0,12.07,0,0
2010-07-02 22:00:00,33.0,18,28.0,0.89,0,0
2010-07-02 23:00:00,41.0,19,26.0,1.78,0,0
2010-07-03 00:00:00,34.0,19,25.0,0.89,0,0
2010-07-03 01:00:00,43.0,20,25.0,0.89,0,0
2010-07-03 02:00:00,54.0,20,24.0,1.78,0,0
2010-07-03 03:00:00,73.0,20,24.0,0.89,0,0
2010-07-03 04:00:00,94.0,21,23.0,0.89,0,0
2010-07-03 05:00:00,90.0,20,24.0,0.89,0,0
2010-07-03 06:00:00,55.0,20,25.0,0.89,0,0
2010-07-03 07:00:00,50.0,21,27.0,1.78,0,0
2010-07-03 08:00:00,73.0,22,28.0,2.67,0,0
2010-07-03 09:00:00,77.0,21,29.0,1.79,0,0
2010-07-03 10:00:00,89.0,20,31.0,1.79,0,0
2010-07-03 11:00:00,93.0,20,33.0,1.79,0,0
2010-07-03 12:00:00,100.0,20,35.0,1.79,0,0
2010-07-03 13:00:00,95.0,19,36.0,3.13,0,0
2010-07-03 14:00:00,88.0,17,37.0,6.26,0,0
2010-07-03 15:00:00,85.0,16,37.0,9.39,0,0
2010-07-03 16:00:00,68.0,16,38.0,13.41,0,0
2010-07-03 17:00:00,72.0,17,37.0,17.43,0,0
2010-07-03 18:00:00,57.0,17,37.0,20.56,0,0
2010-07-03 19:00:00,48.0,17,34.0,22.35,0,0
2010-07-03 20:00:00,37.0,17,33.0,23.24,0,0
2010-07-03 21:00:00,67.0,18,30.0,25.03,0,0
2010-07-03 22:00:00,54.0,20,30.0,26.82,0,0
2010-07-03 23:00:00,59.0,21,30.0,30.84,0,0
2010-07-04 00:00:00,79.0,22,29.0,34.86,0,0
2010-07-04 01:00:00,94.0,21,28.0,0.89,0,0
2010-07-04 02:00:00,127.0,21,27.0,1.79,0,0
2010-07-04 03:00:00,153.0,21,27.0,1.79,0,0
2010-07-04 04:00:00,168.0,20,26.0,0.89,0,0
2010-07-04 05:00:00,161.0,20,26.0,1.78,0,0
2010-07-04 06:00:00,145.0,21,26.0,0.89,0,0
2010-07-04 07:00:00,127.0,21,28.0,0.89,0,0
2010-07-04 08:00:00,119.0,20,29.0,1.79,0,0
2010-07-04 09:00:00,103.0,20,30.0,5.81,0,0
2010-07-04 10:00:00,100.0,20,30.0,7.6,0,0
2010-07-04 11:00:00,78.0,22,29.0,0.89,0,1
2010-07-04 12:00:00,77.0,19,33.0,1.78,0,0
2010-07-04 13:00:00,58.0,14,37.0,3.13,0,0
2010-07-04 14:00:00,47.0,15,37.0,6.26,0,0
2010-07-04 15:00:00,43.0,14,38.0,3.13,0,0
2010-07-04 16:00:00,66.0,18,37.0,5.81,0,0
2010-07-04 17:00:00,56.0,17,37.0,10.73,0,0
2010-07-04 18:00:00,51.0,16,36.0,15.65,0,0
2010-07-04 19:00:00,60.0,18,34.0,18.78,0,0
2010-07-04 20:00:00,61.0,19,31.0,21.91,0,0
2010-07-04 21:00:00,66.0,20,30.0,23.7,0,0
2010-07-04 22:00:00,77.0,20,29.0,25.49,0,0
2010-07-04 23:00:00,87.0,20,29.0,27.28,0,0
2010-07-05 00:00:00,105.0,20,27.0,0.89,0,0
2010-07-05 01:00:00,117.0,20,26.0,1.78,0,0
2010-07-05 02:00:00,122.0,21,25.0,0.89,0,0
2010-07-05 03:00:00,132.0,21,24.0,0.89,0,0
2010-07-05 04:00:00,114.0,20,24.0,2.68,0,0
2010-07-05 05:00:00,104.0,19,23.0,5.81,0,0
2010-07-05 06:00:00,78.0,20,24.0,9.83,0,0
2010-07-05 07:00:00,59.0,15,28.0,12.96,0,0
2010-07-05 08:00:00,35.0,13,31.0,16.98,0,0
2010-07-05 09:00:00,31.0,11,33.0,21.0,0,0
2010-07-05 10:00:00,15.0,11,35.0,22.79,0,0
2010-07-05 11:00:00,15.0,9,38.0,1.79,0,0
2010-07-05 12:00:00,13.0,7,39.0,3.13,0,0
2010-07-05 13:00:00,11.0,7,40.0,8.05,0,0
2010-07-05 14:00:00,8.0,6,40.0,12.07,0,0
2010-07-05 15:00:00,10.0,5,41.0,20.12,0,0
2010-07-05 16:00:00,13.0,5,41.0,28.17,0,0
2010-07-05 17:00:00,12.0,5,41.0,33.09,0,0
2010-07-05 18:00:00,9.0,4,40.0,34.88,0,0
2010-07-05 19:00:00,21.0,9,36.0,38.01,0,0
2010-07-05 20:00:00,20.0,12,33.0,39.8,0,0
2010-07-05 21:00:00,34.0,8,33.0,41.59,0,0
2010-07-05 22:00:00,32.0,12,29.0,0.45,0,0
2010-07-05 23:00:00,44.0,15,26.0,1.34,0,0
2010-07-06 00:00:00,62.0,14,27.0,3.13,0,0
2010-07-06 01:00:00,34.0,10,26.0,3.13,0,0
2010-07-06 02:00:00,24.0,8,28.0,7.15,0,0
2010-07-06 03:00:00,25.0,9,28.0,11.17,0,0
2010-07-06 04:00:00,28.0,9,26.0,12.96,0,0
2010-07-06 05:00:00,28.0,12,23.0,0.89,0,0
2010-07-06 06:00:00,24.0,13,26.0,3.13,0,0
2010-07-06 07:00:00,22.0,10,30.0,7.15,0,0
2010-07-06 08:00:00,21.0,10,32.0,10.28,0,0
2010-07-06 09:00:00,27.0,8,34.0,3.13,0,0
2010-07-06 10:00:00,19.0,8,36.0,1.79,0,0
2010-07-06 11:00:00,4.0,6,38.0,1.79,0,0
2010-07-06 12:00:00,2.0,5,38.0,3.58,0,0
2010-07-06 13:00:00,3.0,6,40.0,6.71,0,0
2010-07-06 14:00:00,9.0,7,40.0,3.13,0,0
2010-07-06 15:00:00,7.0,6,41.0,7.15,0,0
2010-07-06 16:00:00,21.0,6,40.0,12.96,0,0
2010-07-06 17:00:00,23.0,7,39.0,18.77,0,0
2010-07-06 18:00:00,17.0,8,37.0,23.69,0,0
2010-07-06 19:00:00,25.0,10,36.0,27.71,0,0
2010-07-06 20:00:00,36.0,12,35.0,33.52,0,0
2010-07-06 21:00:00,50.0,12,32.0,35.31,0,0
2010-07-06 22:00:00,44.0,18,30.0,42.46,0,0
2010-07-06 23:00:00,59.0,18,27.0,49.61,0,0
2010-07-07 00:00:00,47.0,15,26.0,55.42,0,0
2010-07-07 01:00:00,24.0,14,25.0,58.55,0,0
2010-07-07 02:00:00,29.0,14,25.0,0.89,0,0
2010-07-07 03:00:00,35.0,14,25.0,1.78,0,0
2010-07-07 04:00:00,45.0,15,23.0,0.89,0,0
2010-07-07 05:00:00,52.0,15,23.0,0.89,0,0
2010-07-07 06:00:00,46.0,15,25.0,1.34,0,0
2010-07-07 07:00:00,46.0,15,27.0,1.79,0,0
2010-07-07 08:00:00,49.0,15,27.0,4.92,0,0
2010-07-07 09:00:00,39.0,15,28.0,8.94,0,0
2010-07-07 10:00:00,54.0,16,28.0,10.73,0,0
2010-07-07 11:00:00,57.0,16,29.0,12.52,0,0
2010-07-07 12:00:00,59.0,16,29.0,15.65,0,0
2010-07-07 13:00:00,69.0,16,30.0,17.44,0,0
2010-07-07 14:00:00,79.0,17,30.0,0.89,0,0
2010-07-07 15:00:00,79.0,17,30.0,1.79,0,0
2010-07-07 16:00:00,61.0,17,30.0,1.79,0,0
2010-07-07 17:00:00,65.0,18,30.0,1.79,0,0
2010-07-07 18:00:00,68.0,18,29.0,1.79,0,0
2010-07-07 19:00:00,76.0,18,29.0,0.89,0,0
2010-07-07 20:00:00,79.0,19,28.0,1.79,0,0
2010-07-07 21:00:00,80.0,18,27.0,4.02,0,0
2010-07-07 22:00:00,67.0,17,27.0,8.94,0,0
2010-07-07 23:00:00,61.0,17,26.0,10.73,0,0
2010-07-08 00:00:00,52.0,17,25.0,12.52,0,0
2010-07-08 01:00:00,55.0,17,25.0,16.54,0,0
2010-07-08 02:00:00,45.0,17,25.0,19.67,0,0
2010-07-08 03:00:00,50.0,17,25.0,21.46,0,0
2010-07-08 04:00:00,52.0,17,23.0,23.25,0,0
2010-07-08 05:00:00,52.0,17,22.0,0.89,0,0
2010-07-08 06:00:00,46.0,18,23.0,1.34,0,0
2010-07-08 07:00:00,63.0,18,26.0,2.23,0,0
2010-07-08 08:00:00,74.0,17,27.0,1.79,0,0
2010-07-08 09:00:00,77.0,17,29.0,3.58,0,0
2010-07-08 10:00:00,71.0,16,31.0,3.13,0,0
2010-07-08 11:00:00,49.0,14,33.0,6.26,0,0
2010-07-08 12:00:00,31.0,12,35.0,1.79,0,0
2010-07-08 13:00:00,28.0,11,35.0,3.58,0,0
2010-07-08 14:00:00,21.0,11,36.0,1.79,0,0
2010-07-08 15:00:00,21.0,11,36.0,4.92,0,0
2010-07-08 16:00:00,14.0,11,37.0,3.13,0,0
2010-07-08 17:00:00,23.0,10,36.0,1.79,0,0
2010-07-08 18:00:00,31.0,10,36.0,3.13,0,0
2010-07-08 19:00:00,32.0,11,34.0,8.94,0,0
2010-07-08 20:00:00,32.0,11,32.0,12.07,0,0
2010-07-08 21:00:00,33.0,16,30.0,16.99,0,0
2010-07-08 22:00:00,70.0,18,29.0,20.12,0,0
2010-07-08 23:00:00,73.0,17,28.0,25.04,0,0
2010-07-09 00:00:00,69.0,17,26.0,29.06,0,0
